claim_number,contract_id,adjuster,site_name,department,brings_to_closure,consultant,contract_start,contract_end,contract_category,bid_approval_date,bid_type,contract_type,base_price,amendments_total,paid_to_date,notes,contract_year,total_contract_value,is_bid_to_result,is_scope_of_work,auction_type,brings_to_closure_flag
20060058,20060058002,"Mackewicz,Bonnie",Pages Service Center,Pages Svc Ctr,Yes,"In-Site Group, Inc.,",2010-05-05,2018-08-24,Sole Source,NA,NA,Fixed Price,293189.85,80494.86,354941.71,"final inv authorized
8/24/2018 08:36:15 AM (dcassel)",2010,373684.70999999996,FALSE,FALSE,Other/Unknown,TRUE
20060077,20060077001,"Hawk,Gerald",Sheetz #34,SHEETZ 34,No,"Groundwater & Environmental Services, Inc.,",2009-05-01,2011-03-23,Sole Source,NA,NA,Fixed Price,59380,79320,138700,"Amendment #2 increases total contract price to $138,700.00",2009,138700,FALSE,FALSE,Other/Unknown,FALSE
20060081,20060081001,"Cramer,Jolene",Tom Gerke's Exxon,TOM GERKE,Yes,"Letterle & Associates Inc,",2010-06-02,2012-07-24,Sole Source,NA,NA,Fixed Price,93438.37,0,54472.32,NA,2010,93438.37,FALSE,FALSE,Other/Unknown,TRUE
20060090,20060090002,"Smith,Bethany",Worthington Sunoco,Worthington Sunoco,No,"Letterle & Associates Inc,",2011-10-18,2013-03-07,Sole Source,NA,NA,Fixed Price,324537.63,12365.8,219261.81,"Contract amount is $317,047.95 if optional milestones are not necessary.  Contracted ended 3/7/13 as continued use of remediation system is impractical due to repeated problems in meeting discharge permit limitations.",2011,336903.43,FALSE,FALSE,Other/Unknown,FALSE
20060094,20060094001,"Cramer,Jolene",Eastgate Exxon,Eastgate Exxon,No,"Core Environmental Services, Inc.,",2008-01-08,2009-01-21,Sole Source,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database.,2008,0,FALSE,FALSE,Other/Unknown,FALSE
20060094,20060094002,"Cramer,Jolene",Eastgate Exxon,Eastgate Exxon,No,"Core Environmental Services, Inc.,",2009-01-21,2010-06-30,Sole Source,NA,NA,Fixed Price,35127,0,35127,NA,2009,35127,FALSE,FALSE,Other/Unknown,FALSE
20060094,20060094003,"Cramer,Jolene",Eastgate Exxon,Eastgate Exxon,Yes,"Core Environmental Services, Inc.,",2010-07-05,2013-07-29,Sole Source,NA,NA,Fixed Price,26211,0,17812,Final milestone n/a,2010,26211,FALSE,FALSE,Other/Unknown,TRUE
20060098,20060098001,"Smith,Bethany",Westmoreland BP,Westmoreland BP,Yes,"Letterle & Associates Inc,",2012-10-17,2018-01-30,Sole Source,NA,NA,Fixed Price,234661.91,0,177578.39,"Final Contract Milestone invoice processed  1/29/2018 09:56:43 AM (dcassel)

Contract Price does not include T&&M costs to be billed.  If all optional tasks are conducted the contract price will be $233,451.46.",2012,234661.91,FALSE,FALSE,Other/Unknown,TRUE
20060127,20060127001,"Mackewicz,Bonnie",Laughlins Service,Laughlins Gas Sta,Yes,"Letterle & Associates Inc,",2009-08-14,2020-01-14,Sole Source,NA,NA,Fixed Price,68218.32,0,24254.29,Contract was originally opened under claim 20010084 and closed on that claim when claim aggregate was reached.  Remaining contract transferred to claim 20060127.  10/28/2016 02:55:02 PM (dcassel),2009,68218.32,FALSE,FALSE,Other/Unknown,TRUE
20060149,20060149001,"Mackewicz,Bonnie",Raceway Truck Stop,Raceway Truck Stop,Yes,"MEA, Inc.,",2008-07-23,2012-04-20,Sole Source,NA,NA,Fixed Price,49389.6,0,49389.6,NA,2008,49389.6,FALSE,FALSE,Other/Unknown,TRUE
20060158,20060158001,"Mackewicz,Bonnie",Claysville Service,Claysville Svc Sta,Yes,"Letterle & Associates Inc,",2009-04-01,2018-01-17,Sole Source,NA,NA,Fixed Price,129447.46,143538.42,223960.89,Final milestone invoice processed  1/17/2018 10:02:49 AM (dcassel),2009,272985.88,FALSE,FALSE,Other/Unknown,TRUE
20060160,20060160001,"Smith,Bethany",Everett Mobil Station,Barkman Oil,Yes,"Keystone Environmental Health and Safety Services,",2017-10-06,2022-02-09,Sole Source,NA,NA,Fixed Price,97218,0,94540.5,Final milestone invoice authorized; contract closed.  2/9/2022 12:24:32 PM (dbollana),2017,97218,FALSE,FALSE,Other/Unknown,TRUE
20060168,20060168001,"Moore,Ronald",Finleyville Amoco,FINLEYVILLE AMOCO,Yes,"Letterle & Associates Inc,",2009-01-15,2013-04-01,Sole Source,NA,NA,Fixed Price,71956.81,0,74310.95,DEP mandated additional wells be monitored and sampled quarterly.  No amendment was executed. - D2 and D3 increased.,2009,71956.81,FALSE,FALSE,Other/Unknown,TRUE
20060170,20060170001,"Smith,Bethany",Nettles Auto Service,Nettles Auto Service,No,"Groundwater & Environmental Services, Inc.,",2012-09-23,2016-12-16,Competitively Bid,2011-01-19,Defined Scope of Work,Fixed Price,52589.79,0,40092.79,Contract terminated due to new condition.  12/16/2016 08:48:40 AM (dcassel),2012,52589.79,FALSE,TRUE,Scope of Work,FALSE
20060170,20060170002,"Smith,Bethany",Nettles Auto Service,Nettles Auto Service,No,"Groundwater & Environmental Services, Inc.,",2019-01-08,2022-06-20,Sole Source,NA,NA,Fixed Price,83548,362,81155,"Final milestone invoice processed

6/20/2022 08:55:19 AM (dbollana)",2019,83910,FALSE,FALSE,Other/Unknown,FALSE
20060170,20060170003,"Smith,Bethany",Nettles Auto Service,Nettles Auto Service,Yes,"Groundwater & Environmental Services, Inc.,",2022-09-16,NA,Sole Source,NA,NA,Fixed Price,32933,0,18789.5,NA,2022,32933,FALSE,FALSE,Other/Unknown,TRUE
20060173,20060173001,"Smith,Bethany",Former Black's Garage,Blacks Garage,Yes,"DMS Environmental Services LLC,",2010-03-21,2015-03-30,Sole Source,NA,NA,Fixed Price,87500,11800,71800,"Amendment #1 brings total contract to $99,300.00     3/30/15 contract closed as incomplete.  New contract executed due to additional work required to close site.",2010,99300,FALSE,FALSE,Other/Unknown,TRUE
20060173,20060173002,"Smith,Bethany",Former Black's Garage,Blacks Garage,Yes,"DMS Environmental Services LLC,",2015-03-30,2016-11-28,Sole Source,NA,NA,Fixed Price,121016,0,99267.33,Final milestone authorized  11/23/2016 10:51:54 AM (dcassel),2015,121016,FALSE,FALSE,Other/Unknown,TRUE
20060184,20060184001,"Bilder,Jack",Kts Ltd. Partnership,KTS LTD PARTNERSHIP,Yes,"Letterle & Associates Inc,",2008-07-02,2009-06-29,Sole Source,NA,NA,Fixed Price,16947,0,16947,NA,2008,16947,FALSE,FALSE,Other/Unknown,TRUE
20060185,20060185002,"Aubel,Tracy",Liberty Service Station,Prince Fuel,No,"Compliance Management International,",2014-12-19,2021-04-07,Sole Source,2014-03-19,NA,Fixed Price,123507.5,46307.6,162004.1,Final milestone invoice processed.  4/6/2021 11:38:49 AM (dbollana),2014,169815.1,FALSE,FALSE,Other/Unknown,FALSE
20060200,20060200001,"Moore,Ronald",Dry Tavern Amoco,DRY TAVERN AMOCO,Yes,"Letterle & Associates Inc,",2008-07-09,2009-03-30,Sole Source,NA,NA,Fixed Price,15268.32,0,15395.6,NA,2008,15268.32,FALSE,FALSE,Other/Unknown,TRUE
20060205,20060205001,"Headdings,Kyle",Lakewood Bulk Plant,Lakewood Bulk Plt,No,"Pennsylvania Tectonics, Inc.,",2009-08-27,2010-11-02,Sole Source,NA,NA,Fixed Price,63815,0,61315,NA,2009,63815,FALSE,FALSE,Other/Unknown,FALSE
20060205,20060205002,"Headdings,Kyle",Lakewood Bulk Plant,Lakewood Bulk Plt,Yes,"Pennsylvania Tectonics, Inc.,",2011-06-17,2016-01-02,Sole Source,NA,NA,Fixed Price,70700,52103,109575,Mutually terminated. Unable to complete final contract milestone.  Future work will be competitively bid. 1/4/2016 09:14:17 AM (dcassel),2011,122803,FALSE,FALSE,Other/Unknown,TRUE
20060205,20060205003,"Headdings,Kyle",Lakewood Bulk Plant,Lakewood Bulk Plt,Yes,"Labella Associates DPC Labella Associates PC,",2016-06-01,2023-08-18,Competitively Bid,2015-02-17,Defined Scope of Work,Fixed Price,142331.45,0,137456.7,"Contract originally awarded to PA Tectonics; assumed by Labella via documentation dated 12/1/17  1/5/2018 02:36:01 PM (dcassel)

Final invoice processed and contract closed  8/18/2023 04:29:31 PM (dbollana)",2016,142331.45,FALSE,TRUE,Scope of Work,TRUE
20070003,20070003001,"Aubel,Tracy",Graft Oil - Scottdale,GRAFT OIL 208,No,"In-Site Group, Inc.,",2007-09-12,2009-01-08,Sole Source,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database.,2007,0,FALSE,FALSE,Other/Unknown,FALSE
20070003,20070003002,"Aubel,Tracy",Graft Oil - Scottdale,GRAFT OIL 208,Yes,"In-Site Group, Inc.,",2009-01-08,2016-12-02,Sole Source,NA,NA,Fixed Price,102296.58,128667.62,214389.96,"Amendments bring total to $193,552.58",2009,230964.2,FALSE,FALSE,Other/Unknown,TRUE
20070007,20070007001,"Mackewicz,Bonnie",T Bones,T Bones,No,"Mountain Research LLC,",2010-10-22,2014-03-24,Competitively Bid,2009-07-22,Defined Scope of Work,Fixed Price,53912,53978.81,109699.81,"Amend #1 brings contract total to $107,890.81",2010,107890.81,FALSE,TRUE,Scope of Work,FALSE
20070011,20070011001,"Bilder,Jack",Kwik Fill M 147,KWIK FILL M 147,Yes,"Letterle & Associates Inc,",2008-05-15,2011-10-03,Sole Source,NA,NA,Fixed Price,58679.81,5358.73,35343.35,A new overlapping release occurred cutting short this contract.,2008,64038.53999999999,FALSE,FALSE,Other/Unknown,TRUE
20070016,20070016001,"Mackewicz,Bonnie",BFS Waynesburg Downtown,BFS Waynesburg Downtown,No,"Letterle & Associates Inc,",2015-03-25,2016-10-19,Sole Source,NA,NA,Fixed Price,8676.21,0,8676.21,"The contract was originally executed under claim 2012-215; claim limits were reached under that claim.  Milestones listed in this claim reflect only those that were not paid under the closed claim.  7/7/2016 11:13:52 AM (dcassel)

10/19/2016 10:33:28 AM Final Milestone paid (cwatts)",2015,8676.21,FALSE,FALSE,Other/Unknown,FALSE
20070016,20070016002,"Mackewicz,Bonnie",BFS Waynesburg Downtown,BFS Waynesburg Downtown,Yes,"Letterle & Associates Inc,",2017-01-11,2019-07-17,Sole Source,NA,NA,Fixed Price,30756.52,0,29676.19,"Final invoice processed  7/15/2019 12:31:27 PM (dbollana)



Excalibur provided contract template to Letterle via email dated 10/18/16.  10/19/2016 09:40:07 AM (dcassel)",2017,30756.52,FALSE,FALSE,Other/Unknown,TRUE
20070018,20070018001,"Mackewicz,Bonnie",Solomons Mini Mart,Solomons Mini Mart 2,No,"Letterle & Associates Inc,",2011-09-19,2016-02-04,Sole Source,NA,NA,Fixed Price,161138.54,63238.98,195646.47,NA,2011,224377.52000000002,FALSE,FALSE,Other/Unknown,FALSE
20070018,20070018002,"Mackewicz,Bonnie",Solomons Mini Mart,Solomons Mini Mart 2,Yes,"Letterle & Associates Inc,",2016-02-05,2024-04-15,Sole Source,NA,NA,Fixed Price,70376.21,112840.32,151328.46,Final milestone invoice processed 4/15/2024 05:57:55 AM (dbollana),2016,183216.53000000003,FALSE,FALSE,Other/Unknown,TRUE
20070019,20070019001,"Smith,Bethany",Dandy Mini Mart 3,DANDY MINI MART 3,No,"Letterle & Associates Inc,",2012-06-21,2013-10-17,Competitively Bid,2010-06-18,Defined Scope of Work,Fixed Price,73316,0,73316,NA,2012,73316,FALSE,TRUE,Scope of Work,FALSE
20070027,20070027001,"Bilder,Jack",Sheetz 81,SHEETZ 81,Yes,"Gary C. Calvert DBA Gary C. Calvert LLC,",2008-06-09,2009-12-28,Sole Source,NA,NA,Fixed Price,28425,0,26257.86,Milestone #8 not needed.,2008,28425,FALSE,FALSE,Other/Unknown,TRUE
20070028,20070028001,"Smith,Bethany",Pickerel Inn,Pickerel Inn,Yes,"Letterle & Associates Inc,",2015-04-13,2018-01-11,Sole Source,NA,NA,Fixed Price,94528.93,0,73413.84,Contract terminated via signed letter dated 1/11/18 due to New Condition consistent with contract terms  1/24/2018 08:46:40 AM (dcassel),2015,94528.93,FALSE,FALSE,Other/Unknown,TRUE
20070053,20070053001,"Headdings,Kyle",Lewis Bros,Lewis Bros,No,"Pennsylvania Tectonics, Inc.,",2009-12-21,2014-05-20,Sole Source,NA,NA,Fixed Price,185709.84,84036.5,263646.1,"Amendment #1 brings contract total to $236,324.35",2009,269746.33999999997,FALSE,FALSE,Other/Unknown,FALSE
20070053,20070053002,"Headdings,Kyle",Lewis Bros,Lewis Bros,No,"Pennsylvania Tectonics, Inc.,",2014-11-12,2017-10-12,Competitively Bid,2013-09-11,Defined Scope of Work,Fixed Price,167273.65,0,146039.15,NA,2014,167273.65,FALSE,TRUE,Scope of Work,FALSE
20070053,20070053003,"Headdings,Kyle",Lewis Bros,Lewis Bros,Yes,"MEA, Inc.,",2017-10-12,2023-06-06,Competitively Bid,2016-12-12,Bid to Result,Fixed Price,458831.54,92086.96,466259.6,Mutually terminated due to new conditions  6/7/2023 11:46:44 AM (dbollana),2017,550918.5,TRUE,FALSE,Bid-to-Result,TRUE
20070054,20070054001,"Moore,Ronald",Connellsville Gas N Go,CONNELLSVILLE GAS N GO,Yes,"In-Site Group, Inc.,",2009-10-04,2016-07-06,Sole Source,NA,NA,Fixed Price,321152,181893.55,467950.34,NA,2009,503045.55,FALSE,FALSE,Other/Unknown,TRUE
20070055,20070055001,"Marion,Shane",Hy Way 61,HY WAY 61,Yes,"R.A.R. Engineering Group, Inc.,",2014-01-22,2016-06-30,Sole Source,NA,NA,Fixed Price,85112.96,0,65790.88,NA,2014,85112.96,FALSE,FALSE,Other/Unknown,TRUE
20070056,20070056001,"Ferro,James",Franks Center Auto Service,FRANKS CTR AUTO SVC,Yes,"B&B Diversified Enterprises Inc,",2010-06-18,2017-06-07,Sole Source,NA,NA,Fixed Price,323552.9,77321.82,382846.18,B14 - 2nd event reduced to 1/6 as only 1 of 6 GAC vessels changed out.,2010,400874.72000000003,FALSE,FALSE,Other/Unknown,TRUE
20070068,20070068001,"Mackewicz,Bonnie",Matts Gulf,Matts Gulf,Yes,"Moody & Associates, Inc.,",2016-07-22,2019-05-03,Sole Source,NA,NA,Fixed Price,86049.97,0,85117.91,Final invoice authorized.  5/3/2019 12:13:30 PM (dbollana),2016,86049.97,FALSE,FALSE,Other/Unknown,TRUE
20070081,20070081001,"Smith,Bethany",Keystone BP,KEYSTONE BP,Yes,"Letterle & Associates Inc,",2009-04-29,2017-08-21,Sole Source,NA,NA,Fixed Price,126985.17,117537.36,186757.34,"Final invoice processed  8/21/2017 01:08:21 PM (dcassel)


3/10/11 Amendment to Milestones B1-B8 10/18/13 amendment #2 brings contract total to $244,522.53",2009,244522.53,FALSE,FALSE,Other/Unknown,TRUE
20070086,20070086001,"Moore,Ronald",Stropes Amoco,STROPES AMOCO,No,"Letterle & Associates Inc,",2010-08-30,2013-07-11,Sole Source,NA,NA,Fixed Price,97422.24,0,64188.51,"Optional tasks may bring total contract amount to $97,422.24.",2010,97422.24,FALSE,FALSE,Other/Unknown,FALSE
20070087,20070087001,"Mackewicz,Bonnie",Gooseberry Farms Travel Ctr.,Mex 3202,Yes,"MEA, Inc.,",2011-11-22,2016-02-02,Sole Source,NA,NA,Fixed Price,156764.6,0,135052.34,NA,2011,156764.6,FALSE,FALSE,Other/Unknown,TRUE
20070089,20070089001,"Mackewicz,Bonnie",McConnells Sunoco,McConnells Sunoco,Yes,"Hull & Associates Inc,",2012-05-22,2019-01-11,Sole Source,NA,NA,Fixed Price,129913.95,0,129913.95,"6/1/2015 08:37:22 AM (dcassel) Effective 1/12/15 L&M (new owner) accepted terms and conditions of RA. See Investigation fiel 5/8/15 Agreement of Sale.

Final milestone invoice processed  1/10/2019 01:54:05 PM (dbollana)",2012,129913.95,FALSE,FALSE,Other/Unknown,TRUE
20070093,20070093001,"Marion,Shane",Emerys Outlet,Emerys Outlet,No,"Mountain Research LLC,",2008-08-06,2009-02-11,Competitively Bid,NA,Defined Scope of Work,Fixed Price,81989.3,0,81959.3,NA,2008,81989.3,FALSE,TRUE,Scope of Work,FALSE
20070093,20070093002,"Marion,Shane",Emerys Outlet,Emerys Outlet,No,"Mountain Research LLC,",2009-11-30,2010-01-28,Sole Source,NA,NA,Fixed Price,234071.7,0,234071.7,NA,2009,234071.7,FALSE,FALSE,Other/Unknown,FALSE
20070099,20070099001,"Smith,Bethany",Greenfield Wo Go,QFN 4437,Yes,"Letterle & Associates Inc,",2013-12-10,2016-10-19,Sole Source,NA,NA,Fixed Price,359851.46,0,187700.56,Contract terminated by Letterle due to New Condition  - see email from J Hill dated 2/5/16 (IR Investigation folder date 2/15/16) 10/19/2016 09:19:11 AM (dcassel),2013,359851.46,FALSE,FALSE,Other/Unknown,TRUE
20070121,20070121001,"Moore,Ronald",Shop Quik 4,Bath Mart,Yes,"MEA, Inc.,",2008-09-12,2010-05-10,Sole Source,NA,NA,Fixed Price,44915.74,0,43309.34,NA,2008,44915.74,FALSE,FALSE,Other/Unknown,TRUE
20070122,20070122001,"Smith,Bethany",Dba York Citgo,Universal 1010,No,"BL Companies,",2016-03-09,2016-06-27,Sole Source,NA,NA,Fixed Price,18309,0,18309,NA,2016,18309,FALSE,FALSE,Other/Unknown,FALSE
20070122,20070122002,"Smith,Bethany",Dba York Citgo,Universal 1010,Yes,"BL Companies Inc.,",2016-08-10,2019-03-15,Sole Source,NA,NA,Fixed Price,43302.5,11207,50640.5,"9/7/2016 09:44:19 AM (invadmin) First contract was completed - this Remediation Agreement should bring the site to closure.

Final invoices processed.  3/15/2019 02:04:00 PM (dbollana)",2016,54509.5,FALSE,FALSE,Other/Unknown,TRUE
20070125,20070125001,"Smith,Bethany",Feather Petro,Feather Petro,No,"ATC Associates,",2010-04-06,2011-06-24,Sole Source,NA,NA,Fixed Price,238854,0,197286,"Claim is prorated 90%.  Milestones A1 and A2 were reduced to reflect less soil tonnage, samples and backfill.",2010,238854,FALSE,FALSE,Other/Unknown,FALSE
20070125,20070125002,"Smith,Bethany",Feather Petro,Feather Petro,Yes,"Keystone Environmental Health and Safety Services,",2015-12-09,2018-05-25,Sole Source,NA,NA,Fixed Price,60762,0,55556,Final milestone invoice processed 5/25/2018 01:36:32 PM (dcassel),2015,60762,FALSE,FALSE,Other/Unknown,TRUE
20070126,20070126001,"Condran,Patricia",Mighty Macs,MIGHTY MACS,Yes,"United Environmental Services, Inc.,",2013-03-07,2015-02-24,Sole Source,NA,NA,Fixed Price,124870.15,0,103380.15,NA,2013,124870.15,FALSE,FALSE,Other/Unknown,TRUE
20070131,20070131001,"Smith,Bethany",SRS Leasing formerly L & H Trucking,UTZ QUALITY FOODS GITTS RUN RD FAC,No,"Chambers Environmental Group Inc,",2009-12-08,2011-04-20,Sole Source,NA,NA,Fixed Price,73498.34,0,73498.34,NA,2009,73498.34,FALSE,FALSE,Other/Unknown,FALSE
20070134,20070134001,"Smith,Bethany",BFS Carmichaels,BFS Carmichaels,No,"Letterle & Associates Inc,",2014-05-12,2019-01-09,Competitively Bid,2013-06-12,Defined Scope of Work,Fixed Price,151267.44,0,148707.09,Final invoice processed  1/8/2019 12:46:27 PM (dbollana),2014,151267.44,FALSE,TRUE,Scope of Work,FALSE
20070135,20070135001,"Smith,Bethany",Fuel Depot Bulk Plant,Fuel Depot Bulk Plt,Yes,"MEA, Inc.,",2016-03-14,2022-01-10,Sole Source,NA,NA,Fixed Price,54047.15,51500.64,79042.39,"Terminated via letter executed 1/10/22 due to new conditions.

1/13/2022 01:10:11 PM (dbollana)",2016,105547.79000000001,FALSE,FALSE,Other/Unknown,TRUE
20070138,20070138001,"Smith,Bethany",Wises Service,Wises Service,No,"Letterle & Associates Inc,",2010-06-01,2016-03-24,Sole Source,NA,NA,Fixed Price,257841.75,232914.44,465614.26,NA,2010,490756.19,FALSE,FALSE,Other/Unknown,FALSE
20070142,20070142001,"Mackewicz,Bonnie",Coen Oil West BP,COEN OIL WEST BP,Yes,"Letterle & Associates Inc,",2012-08-27,2016-10-04,Sole Source,NA,NA,Fixed Price,133475.38,0,89306.72,10/4/2016 09:29:32 AM (invadmin)Final Milestone (E) was recommended for payment on 9/30/16,2012,133475.38,FALSE,FALSE,Other/Unknown,TRUE
20070153,20070153001,"Condran,Patricia",Glenn & Kens Auto Repair,Glenn & Kens Auto Repair,Yes,"Environmental Alliance,",2014-07-21,2019-03-15,Competitively Bid,2013-07-11,Defined Scope of Work,Fixed Price,180062.4,0,168910.6,Final inv processed  3/15/2019 12:02:50 PM (dbollana),2014,180062.4,FALSE,TRUE,Scope of Work,TRUE
20070164,20070164001,"Hawk,Gerald",7 Eleven 56139,7 ELEVEN 56139,Yes,"Letterle & Associates Inc,",2009-09-01,2011-06-29,Sole Source,NA,NA,Fixed Price,83561.99,0,40350.6,NA,2009,83561.99,FALSE,FALSE,Other/Unknown,TRUE
20070181,20070181001,"Moore,Ronald",Phoenix Fuels,Speedway 2921,Yes,"Letterle & Associates Inc,",2012-11-06,2014-09-17,Sole Source,NA,NA,Fixed Price,46630.1,131254.25,161652.35,NA,2012,177884.35,FALSE,FALSE,Other/Unknown,TRUE
20080004,20080004001,"Moore,Ronald",Phils Citgo,PHILS CITGO,Yes,"Letterle & Associates Inc,",2009-06-02,2013-08-06,Sole Source,NA,NA,Fixed Price,44327.71,0,31490.03,NA,2009,44327.71,FALSE,FALSE,Other/Unknown,TRUE
20080016,20080016001,"Smith,Bethany",Harrison House,Harrison House,Yes,"Synergy Environmental, Inc.,",2012-09-25,NA,Competitively Bid,2011-06-21,Bid to Result,Fixed Price,193905,6710,187315,NA,2012,200615,TRUE,FALSE,Bid-to-Result,TRUE
20080029,20080029001,"Smith,Bethany",Friends Hospital,Friends Hospital,No,"Converse Consultants,",2013-12-18,2018-02-15,Competitively Bid,2012-05-21,Defined Scope of Work,Fixed Price,52990,42757,92112,"Base Contract Price is $52,780.00 plus optional cost adders if necessary

Complete per B Smith  2/15/2018 10:42:36 AM (dcassel)",2013,95747,FALSE,TRUE,Scope of Work,FALSE
20080034,20080034001,"Hawk,Gerald",Kwik Fill M 90,Kwik Fill M 90,Yes,"Letterle & Associates Inc,",2012-03-09,2016-10-18,Competitively Bid,2010-06-17,Defined Scope of Work,Fixed Price,295392.23,0,227423.64,"If optional milestones are necessary, contract price is $287,746.23.

claim closed 10/18/16  1/3/2017 10:52:33 AM (dcassel)",2012,295392.23,FALSE,TRUE,Scope of Work,TRUE
20080035,20080035001,"Cramer,Jolene",Superior Sunoco West Homestead,FUELAND 01,Yes,"Letterle & Associates Inc,",2010-02-01,2013-03-14,Sole Source,NA,NA,Fixed Price,54715.15,20641.24,68243.8,NA,2010,75356.39,FALSE,FALSE,Other/Unknown,TRUE
