attributes_objectid,attributes_facility_id,attributes_facility_name,attributes_facility_address1,attributes_facility_address2,attributes_facility_city,attributes_facility_state,attributes_facility_zip,attributes_county_id,attributes_facility_county,attributes_municipality_id,attributes_facility_municipality,attributes_reg_expiration_date,attributes_tank_owner_id,attributes_tank_owner_name,attributes_tank_owner_address1,attributes_tank_owner_address2,attributes_tank_owner_city,attributes_tank_owner_state,attributes_tank_owner_zip,attributes_primary_facility_id,attributes_site_id,attributes_tank_information,.source,.downloaded_at
7579,15-38191,AQUA PA GRANDSTAFF,361 ROCKLYN STATION RD,,HONEY BROOK,PA,19433,2422,Chester,725,Honey Brook Twp,1801699200000,309251,AQUA PA INC,762 W LANCASTER AVE,,BRYN MAWR,PA,19010-3402,586396,569538,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-38191&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7580,15-38204,TURKEY HILL 261,549 BONDSVILLE RD,,DOWNINGTOWN,PA,19335-2110,2422,Chester,705,Caln Twp,1770163200000,343443,EG GROUP,165 FLANDERS RD,,WESTBOROUGH,MA,01581-1032,586397,569539,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-38204&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7581,15-38206,TECHNIVATE,1020 BROAD RUN RD,,LANDENBERG,PA,19350-9348,2422,Chester,733,New Garden Twp,1770163200000,187960,TECHNIVATE INC,1020 BROAD RUN RD,,LANDENBERG,PA,19350-9348,586398,569540,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-38206&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7582,15-40000,SPEEDYZ,4621 HORSESHOE PIKE,,HONEY BROOK,PA,19344-1078,2422,Chester,724,Honey Brook Boro,1801699200000,288199,HARGOBIND INC,1999 E CUMBERLAND ST,,LEBANON,PA,17046,586408,569547,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-40000&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7583,15-40322,ANNEX GROUNDS,CHARLESTOWN RD,,PHOENIXVILLE,PA,19460,2422,Chester,741,Schuylkill Twp,1770163200000,71431,PHOENIXVILLE AREA SCH DIST,386 CITY LINE AVE,,PHOENIXVILLE,PA,19460-4457,586433,569562,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-40322&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7584,15-40354,MALVERN TERM,41 MALIN RD,,MALVERN,PA,19355-1767,2422,Chester,718,East Whiteland Twp,1770163200000,161585,ENERGY TRANSFER MKT & TERM LP,3807 WEST CHESTER PIKE,,NEWTOWN SQUARE,PA,19073-2304,586434,270218,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-40354&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7585,15-40607,MARSH CREEK STATE PARK,675 PARK RD,,DOWNINGTOWN,PA,19335-1898,2422,Chester,747,Upper Uwchlan Twp,1801699200000,65615,PA DCNR PARK REG 3,195 PARK RD,,PROSPECT,PA,16052-2013,586459,453954,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-40607&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7586,15-40688,PROVIDIAN DIRECT INS,20 MOORES RD,,FRAZER,PA,19355-1114,2422,Chester,764,West Whiteland Twp,1770163200000,318247,20 MOORES ROAD ASSOC LP,55 COUNTRY CLUB DR STE 200,,DOWNINGTOWN,PA,19335-3062,586464,569583,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-40688&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7587,23-14569,MARPLE TWP MUNI GARAGE,MARPIT DR & SUSSEX BLVD,,BROOMALL,PA,19008,2430,Delaware,1051,Marple Twp,1770163200000,43236,MARPLE TWP DELAWARE CNTY,227 S SPROUL RD,,BROOMALL,PA,19008-2341,590920,573084,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-14569&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7588,23-17576,KIRKLYN CTL OFC,9225 W CHESTER PIKE,,UPPER DARBY,PA,19082-1109,2430,Delaware,1043,Upper Darby Twp,1801699200000,87568,VERIZON PENNSYLVANIA LLC,900 RACE ST,,PHILADELPHIA,PA,19107-2407,590957,573106,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-17576&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7589,23-18475,MCCALL FLD,201 N LYNN BLVD,,UPPER DARBY,PA,19082-1234,2430,Delaware,1043,Upper Darby Twp,1801699200000,337938,PECO ENERGY CO,2301 MARKET ST,N3-3,PHILADELPHIA,PA,19103-1338,590971,573113,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-18475&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7590,23-19282,CONGOLEUM,4401 RIDGE RD,,TRAINER,PA,19061-5000,2430,Delaware,1089,Trainer Boro,1770163200000,93537,CONGOLEUM ACQUISITION LLC,3500 QUAKERBRIDGE RD,,MERCERVILLE,NJ,08619-1206,590988,238211,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-19282&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7591,23-21103,SPRINGFIELD GULF,400 BALTIMORE PIKE,,SPRINGFIELD,PA,19064,2430,Delaware,1045,Springfield Twp,1801699200000,359747,SYAN BROS LLC,1013 MATTHEW WAY,,NEW CASTLE,DE,19720-5651,591019,510987,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-21103&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7592,23-21988,HAVERTOWN FUELS 67298,1320 W CHESTER PIKE,,HAVERTOWN,PA,19083-3231,2430,Delaware,1042,Haverford Twp,1770163200000,333267,RAMOCO MARKETING GROUP LLC,po box 2218,,PRINCETON,NJ,08543,591024,573154,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-21988&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7593,23-22207,CRUM LYNNE SUNOCO 0363 1298,1141 CHESTER PIKE,,CRUM LYNNE,PA,19022-1124,2430,Delaware,1044,Ridley Twp,1801699200000,188111,SANDHU PROP INC,1328 JACOB DR,,YARDLEY,PA,19067-3951,591034,515162,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-22207&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7594,23-23931,MEDIA FUELS 67272,401 E BALTIMORE AVE,,MEDIA,PA,19063-3508,2430,Delaware,1066,Media Boro,1770163200000,333267,RAMOCO MARKETING GROUP LLC,po box 2218,,PRINCETON,NJ,08543,591064,573175,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-23931&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7595,23-23941,CLIFTON FUELS 67401,134 W BALTIMORE AVE,,CLIFTON HEIGHTS,PA,19018-2202,2430,Delaware,1058,Clifton Heights Boro,1770163200000,333267,RAMOCO MARKETING GROUP LLC,po box 2218,,PRINCETON,NJ,08543,591070,573181,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-23941&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7597,28-11924,GUILFORD TWP SPVR MAINT BLDG,4480 GUILFORD SPRINGS RD,,CHAMBERSBURG,PA,17201,2435,Franklin,1200,Guilford Twp,1780531200000,27732,GUILFORD TWP FRANKLIN CNTY,115 SPRING VALLEY RD,,CHAMBERSBURG,PA,17201-9079,593551,575047,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=28-11924&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7598,28-25859,VOLVO CONST EQUIP,312 VOLVO WAY,,SHIPPENSBURG,PA,17257-9209,2435,Franklin,972,Shippensburg Boro,1780531200000,256949,VOLVO RD MACH INC,ONE VOLVO DR,,ASHEVILLE,NC,28803,593641,246205,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=28-25859&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7599,37-14159,BFS NEW CASTLE BITNER,2505 ELLWOOD RD,,NEW CASTLE,PA,16101-6201,2444,Lawrence,1504,Shenango Twp,1796342400000,163839,BRUCETON FARM SVC INC,116 Shannon Drive,,MORGANTOWN,WV,26505-3753,598356,509715,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=37-14159&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7600,37-36920,CASCADE EXPRESS,500 S CASCADE ST,,NEW CASTLE,PA,16101-4242,2444,Lawrence,1490,New Castle City,1796342400000,184012,CASCADE EXPRESS INC,1057 BUTLER AVE,,NEW CASTLE,PA,16101-4246,598451,578969,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=37-36920&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7601,37-38273,NEW CASTLE TRANSIT AUTH,311 MAHONING AVE,,NEW CASTLE,PA,16102-1336,2444,Lawrence,1490,New Castle City,1796342400000,188078,NEW CASTLE CITY TRANSIT AUTH LAWRENCE CNTY,311 MAHONING AVE,,NEW CASTLE,PA,16102-1336,598460,248736,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=37-38273&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7602,37-90373,EZEFLOW,1400 NEW BUTLER RD,,NEW CASTLE,PA,16101,2444,Lawrence,1504,Shenango Twp,1796342400000,287696,EZEFLOW USA INC,63 HART AVE,,HOPEWELL,NJ,08525-1411,598489,242115,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=37-90373&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7603,37-90845,NEW CASTLE MUNI AIRPORT,406 FRANK FARONE DRIVE,,NEW CASTLE,PA,16101,2444,Lawrence,1508,Union Twp,1796342400000,168293,NEW CASTLE MUNI AIRPORT,RR 2 BOX 316,,NEW CASTLE,PA,16101-9229,598550,579042,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=37-90845&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7604,41-19728,LYCOMING ENGINES A DIV OF AVCO,652 OLIVER ST,,WILLIAMSPORT,PA,17701-4410,2448,Lycoming,1642,Williamsport City,1785801600000,25767,LYCOMING ENGINES,652 OLIVER ST,,WILLIAMSPORT,PA,17701-4410,601710,2887,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=41-19728&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7605,41-25392,KOPPERS IND,50 KOPPERS LN,,MONTGOMERY,PA,17752-9606,2448,Lycoming,1653,Clinton Twp,1785801600000,84960,KOPPERS INC,436 7TH AVE,,PITTSBURGH,PA,15219-1800,601781,581701,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=41-25392&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7606,41-32012,SAI OM REALTY,1220 RIVER AVE,,WILLIAMSPORT,PA,17701,2448,Lycoming,1667,Loyalsock Twp,1785801600000,332946,SAIOM REALTY LLC,1220 RIVER AVE,,WILLIAMSPORT,PA,17701,601844,581751,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=41-32012&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7607,41-70126,220 PIT STOP,4997 ROUTE 220 HWY,,HUGHESVILLE,PA,17737-8990,2448,Lycoming,1692,Wolf Twp,1785801600000,333078,SAI HUGHESVILLE REALTY LLC,4997 ROUTE 220,,HUGHESVILLE,PA,17737,601916,581810,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=41-70126&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7608,51-20132,POLICE SITE 029,6666 RIDGE AVE,,PHILADELPHIA,PA,19128,2458,Philadelphia,1975,Philadelphia City,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,608366,586613,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-20132&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7609,51-20153,FIRE SITE 038,6800 GERMANTOWN AVE,,PHILADELPHIA,PA,19119,2458,Philadelphia,1975,Philadelphia City,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,608383,586630,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-20153&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7610,51-20169,POLICE SITE 008,5524-30 PINE ST,,PHILADELPHIA,PA,19143,2458,Philadelphia,1975,Philadelphia City,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,608398,586644,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-20169&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7611,51-20177,POLICE SITE 003,1100 WHARTON ST,,PHILADELPHIA,PA,19104,2458,Philadelphia,1975,Philadelphia City,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,608405,586651,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-20177&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7612,51-20181,WALNUT LANE GC,800 WALNUT LN,,PHILADELPHIA,PA,19128,2458,Philadelphia,1975,Philadelphia City,1770163200000,183383,CCA GOLF CORP,3030 LBJ FWY,LOCK BOX 49,DALLAS,TX,75234,608409,586655,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-20181&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7613,51-20190,POLICE SITE 002,2301 S 24TH ST,,PHILADELPHIA,PA,19104,2458,Philadelphia,1975,Philadelphia City,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,608417,586663,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-20190&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7614,51-20244,POLICE SITE 033,3100 RED LION RD,,PHILADELPHIA,PA,19114,2458,Philadelphia,1975,Philadelphia City,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,608431,586677,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-20244&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7615,51-20254,FIRE SITE 046,711 S BROAD ST,,PHILADELPHIA,PA,19147,2458,Philadelphia,1975,Philadelphia City,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,608436,586682,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-20254&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7617,51-21096,9996 ROOSEVELT BLVD,9996 ROOSEVELT BLVD,,PHILADELPHIA,PA,19115-1705,2458,Philadelphia,1975,Philadelphia City,1770163200000,355791,CELIK PLAZA II LLC,1106 HERKNESS DR,,MEADOWBROOK,PA,19046-1155,608457,511028,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-21096&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7618,51-21986,GETTY 67402,2401 N BROAD ST,,PHILADELPHIA,PA,19132-4011,2458,Philadelphia,1975,Philadelphia City,1770163200000,370206,2401 N BROAD LLC,2401 N BROAD ST,,PHILADELPHIA,PA,19132-4011,608477,586710,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-21986&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7620,56-83085,MARTIN GEN STORE 223,877 STOYSTOWN RD,,SOMERSET,PA,15501-6828,2463,Somerset,2148,Somerset Twp,1791072000000,143083,MARTIN OIL CO,528 N 1ST ST,,BELLWOOD,PA,16617-1922,612013,241712,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=56-83085&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7621,67-37165,DOLAN OIL SVC,955 YORK HAVEN RD,,YORK HAVEN,PA,17370-9709,2474,York,2545,Newberry Twp,1780531200000,179686,DOLAN OIL SVC INC,955 YORK HAVEN RD,,YORK HAVEN,PA,17370-9709,616324,592946,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-37165&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7622,67-37251,SHEETZ 233,4309 N GEORGE STREET EXT,,MANCHESTER,PA,17345-1306,2474,York,2517,East Manchester Twp,1780531200000,36334,SHEETZ INC,5700 6TH AVE,,ALTOONA,PA,16602-1111,616330,592951,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-37251&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7623,67-37866,UTZ QUALITY FOODS,900 HIGH ST,,HANOVER,PA,17331-1639,2474,York,2571,York Twp,1780531200000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,616348,592383,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-37866&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7624,67-38203,WEIS MKT 71,1800 ROOSEVELT AVE,,YORK,PA,17404,2474,York,2563,West Manchester Twp,1780531200000,84249,WEIS MKT INC,1000 S 2ND ST,,SUNBURY,PA,17801-3318,616363,592977,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-38203&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7625,67-61149,ALLEN OIL SALES,1100 W LOCUST ST,,YORK,PA,17404-3500,2474,York,2563,West Manchester Twp,1780531200000,188785,ALLEN OIL SALES,1100 W LOCUST ST,,YORK,PA,17404-3500,616561,593132,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-61149&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7626,51-39361,WAWA 8030,2600 GRANT AVE,,PHILADELPHIA,PA,19114-2313,2458,Philadelphia,1975,Philadelphia City,1770163200000,132506,WAWA INC,260 West Baltimore Pike,,WAWA,PA,19063,681244,848629,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-39361&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7630,21-33237,BOSSELMAN BOSS SHOP,1501 HARRISBURG PIKE,,CARLISLE,PA,17013-7301,2428,Cumberland,981,Middlesex Twp,1780531200000,288621,BOSS TRUCK SHOPS INC,PO BOX 4905,,GRAND ISLAND,NE,68802-4905,743020,571787,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=21-33237&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7631,46-33262,COSTCO GASOLINE 1081,14 W LIGHTCAP RD,,POTTSTOWN,PA,19464,2453,Montgomery,1830,Limerick Twp,1770163200000,187962,COSTCO WHOLESALE CORP,999 LAKE DR,,ISSAQUAH,WA,98027-8990,743807,750730,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-33262&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7632,38-33269,SWIFT TRANSP,3154 STATE ROUTE 72,,JONESTOWN,PA,17038-8740,2445,Lebanon,1527,Jonestown Boro,1780531200000,179468,SWIFT TRANSP CO INC,PO BOX 29243,,PHOENIX,AZ,85038-9243,744301,751318,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=38-33269&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7633,67-33275,SPRING GROVE HIGH SCH,1490 ROTH CHURCH RD,,SPRING GROVE,PA,17362-8724,2474,York,2531,Jackson Twp,1780531200000,71189,SPRING GROVE AREA SCH DIST,100 E COLLEGE AVE,,SPRING GROVE,PA,17362-1200,744531,667235,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-33275&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7634,02-60595,7 ELEVEN 40216,900 BUTLER ST,,PITTSBURGH,PA,15223-1304,2409,Allegheny,35,Pittsburgh  City,1791072000000,142881,7 ELEVEN INC,PO BOX 711,,DALLAS,TX,75221-0711,576814,562252,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-60595&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7635,02-80055,ALTA PERFORMANCE MATERIALS US LLC,2650 NEVILLE RD,,PITTSBURGH,PA,15225-1404,2409,Allegheny,142,Neville Twp,1791072000000,350412,ALTA PERFORMANCE MATERIALS US LLC,955 YARD ST,STE 400,GRANDVIEW HEIGHTS,OH,43212-3915,576837,245074,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-80055&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7636,02-80093,GETGO 3109,436 LINCOLN HWY,,EAST MC KEESPORT,PA,15035-1426,2409,Allegheny,79,East McKeesport Boro,1791072000000,387260,GETGO OPER LLC,700 CRANBERRY WOODS DR,Attn: Compliance Manager,CRANBERRY TOWNSHIP,PA,16066-5213,576855,562279,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-80093&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7637,10-91245,AJ MYERS & SONS,2470 EVANS CITY RD,,HARMONY,PA,16037-7729,2417,Butler,539,Jackson Twp,1796342400000,191371,AJ MYERS & SONS INC,13413 STATE ROUTE 422,,KITTANNING,PA,16201-3613,584335,567963,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=10-91245&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7638,11-03615,CERNICS PITSTOP,500 COOPER AVE,,JOHNSTOWN,PA,15906-1102,2418,Cambria,625,West Taylor Twp,1791072000000,190069,CERNICS CUSTOM SVC,606 COOPER AVE,,JOHNSTOWN,PA,15906-1104,584402,568014,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-03615&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7639,11-12004,RIBBLETT,1403 FRANKSTOWN RD,,JOHNSTOWN,PA,15902-1311,2418,Cambria,593,Conemaugh Twp,1791072000000,190381,RIBBLETT CORP,1403 FRANKSTOWN RD,,JOHNSTOWN,PA,15902-1311,584470,568068,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-12004&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7640,11-12722,JACKSON TWP,513 PIKE RD,,JOHNSTOWN,PA,15909-4209,2418,Cambria,605,Jackson Twp,1791072000000,110607,JACKSON TWP CAMBRIA CNTY,513 PIKE RD,,JOHNSTOWN,PA,15909-4209,584480,568078,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-12722&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7641,11-16405,STONEYCREEK TWP CAMBRIA CNTY,1610 BEDFORD ST,,JOHNSTOWN,PA,15902,2418,Cambria,565,Johnstown  City,1791072000000,90315,STONYCREEK TWP CAMBRIA CNTY,1610 BEDFORD ST,,JOHNSTOWN,PA,15902-3431,584503,568097,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-16405&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
7642,11-20830,LOCOMOTIVE REPAIR SHOP,IRON ST & COOPER AVE,,JOHNSTOWN,PA,15906,2418,Cambria,625,West Taylor Twp,1759536000000,94231,CONEMAUGH & BLACK LICK RR CO,825 IRON ST,,JOHNSTOWN,PA,15906-4012,584540,534808,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-20830&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
